Day;BikeHires;WorkingDay;Holiday;Temp. Min;Temp. Max;Temp. Mean;Humid. Min;Humid. Max;Humid. Mean;Rain
01/01/2011;4555;0;1;3.2;6.6;5.2;84;95;89;0.1
02/01/2011;6250;0;1;1.5;3.2;2.3;77;88;84;0
03/01/2011;7262;0;1;-0.9;3.3;2;65;87;76;0
04/01/2011;13430;1;0;2.6;5;3.6;75;87;82;0
05/01/2011;13757;1;0;4.1;7.1;5.8;65;95;83;0.8
06/01/2011;9595;1;0;1.3;6.8;4;94;98;95;10.1
07/01/2011;9294;1;0;0.6;10.1;5.8;93;98;97;9
08/01/2011;9338;0;1;2.7;10;7.2;68;96;83;3.5
09/01/2011;10558;0;1;1.5;5.8;3.2;66;90;80;0
10/01/2011;16058;1;0;-0.7;8.2;4.9;73;96;86;0.5
11/01/2011;16412;1;0;4.1;7.3;5.5;73;97;84;6.8
12/01/2011;13894;1;0;4.1;12.1;9.1;79;98;93;6.3
13/01/2011;15911;1;0;11.4;13.3;12.1;90;98;95;3
14/01/2011;14834;1;0;7.8;11.7;10.5;85;95;92;5.5
15/01/2011;11851;0;1;7.8;11.2;10.3;74;94;82;0
16/01/2011;10471;0;1;9.8;12.3;11.1;74;95;84;1.4
17/01/2011;10835;1;0;5.6;9.8;7.6;85;97;93;16.1
18/01/2011;17703;1;0;2.8;6.4;4.5;76;97;90;7.6
19/01/2011;18350;1;0;1.2;6.1;3.3;84;97;91;0
20/01/2011;17957;1;0;2.6;5;3.8;86;95;90;0.1
21/01/2011;16509;1;0;0;3.9;1.7;74;95;86;0.3
22/01/2011;10658;0;1;0.7;6.1;3.8;83;97;91;0.3
23/01/2011;9911;0;1;5.3;7.2;6.3;83;96;91;0
24/01/2011;17193;1;0;3.3;6.8;5.6;72;94;86;0.3
25/01/2011;17045;1;0;3.4;8.2;6.5;83;95;91;0.8
26/01/2011;16396;1;0;1.7;7;5.2;77;97;92;0.5
27/01/2011;16519;1;0;1.1;2.6;1.6;57;78;68;0
28/01/2011;15538;1;0;-0.5;1.2;0.5;58;76;64;0
29/01/2011;9379;0;1;-0.1;1.3;0.7;73;77;74;0
30/01/2011;9455;0;1;-0.4;4.1;1.8;64;81;75;0
31/01/2011;16260;1;0;-0.7;3.7;2;67;80;74;0
01/02/2011;16331;1;0;-1.7;6.9;3.5;80;95;86;0.1
02/02/2011;18102;1;0;3;10;6.6;82;98;93;0.1
03/02/2011;15593;1;0;4.2;9.6;7.5;62;91;79;0
04/02/2011;14938;1;0;9.5;12.3;11;71;85;77;0
05/02/2011;8442;0;1;11.3;13;12;72;83;76;0.1
06/02/2011;9437;0;1;9.7;11.6;10.8;70;84;77;0
07/02/2011;16537;1;0;5.7;11.4;9;62;84;74;0.1
08/02/2011;19829;1;0;1.5;9.1;5.5;52;95;77;0
09/02/2011;18197;1;0;5.4;10.5;8.1;72;89;81;0
10/02/2011;11496;1;0;8.3;10.6;9.6;86;97;93;12.3
11/02/2011;16070;1;0;8.4;12;10.1;89;97;93;1.1
12/02/2011;12855;0;1;5.6;10.5;8.9;68;96;85;1.9
13/02/2011;7034;0;1;5.6;8.6;7.4;82;95;87;3
14/02/2011;17836;1;0;4.7;9.3;6.8;58;94;80;0
15/02/2011;15667;1;0;4.9;6.8;6.1;77;92;86;2.2
16/02/2011;18989;1;0;4;10.4;6.9;61;96;82;0
17/02/2011;18938;1;0;4;8.5;6;80;97;89;0
18/02/2011;17460;1;0;2.3;6.8;4.5;77;92;85;0
19/02/2011;6250;0;1;2.7;6;4.6;86;98;96;11.2
20/02/2011;7882;0;1;3.6;5.1;4.3;93;98;95;0
21/02/2011;13720;1;0;3.6;6.4;5;84;93;89;0.1
22/02/2011;15948;1;0;4.3;7.3;5.9;86;94;90;0.5
23/02/2011;12936;1;0;6.4;10.4;8.2;81;97;93;3.5
24/02/2011;19230;1;0;8.3;13.7;10.6;69;96;85;0
25/02/2011;18634;1;0;8.1;14.2;11.1;72;95;84;0
26/02/2011;7749;0;1;5;10.9;8.5;67;95;84;5.2
27/02/2011;8349;0;1;3.8;9.1;5.2;59;92;81;2.5
28/02/2011;13843;1;0;3;4.7;3.5;84;90;87;0.3
01/03/2011;15774;1;0;2.5;4.4;3.4;75;88;82;0
02/03/2011;16929;1;0;0.1;6.6;3.4;69;87;80;0
03/03/2011;16576;1;0;-0.1;4;1.8;73;91;83;0
04/03/2011;16971;1;0;0.6;6.5;2.9;64;82;76;0
05/03/2011;9847;0;1;0.7;7.3;3.8;69;90;81;0.1
06/03/2011;7142;0;1;2.8;6;4.1;59;79;68;0
07/03/2011;16192;1;0;0.7;8.6;4.3;41;85;63;0
08/03/2011;17240;1;0;-2.6;11.4;4.9;47;89;68;0
09/03/2011;18494;1;0;4.4;10.5;7.7;48;81;66;0
10/03/2011;18794;1;0;5.7;12.7;9.3;52;78;68;0
11/03/2011;19074;1;0;4.6;11.6;8.3;52;84;69;0
12/03/2011;15488;0;1;7.9;13.9;10.3;51;84;66;0.1
13/03/2011;10526;0;1;1.9;10.6;8.6;73;89;83;0.8
14/03/2011;19451;1;0;0.8;11.6;6.4;49;92;77;0
15/03/2011;19568;1;0;6.2;11.7;8.6;77;98;91;0
16/03/2011;19643;1;0;4.1;9.3;7.7;82;98;92;0
17/03/2011;20036;1;0;3.1;9.1;5.4;73;98;89;0
18/03/2011;14612;1;0;1.3;7.4;5.4;64;88;82;4.4
19/03/2011;17801;0;1;-1.6;11.1;5.3;39;94;65;0
20/03/2011;14694;0;1;1.6;12.9;7.9;53;79;68;0
21/03/2011;20710;1;0;4.5;14.6;9.6;57;87;72;0
22/03/2011;21792;1;0;6.5;15.9;11.2;47;85;67;0
23/03/2011;23837;1;0;4.3;16.1;10.6;49;91;71;0
24/03/2011;23518;1;0;4.8;15.8;9.8;36;95;70;0
25/03/2011;24343;1;0;3.6;17.2;10.6;45;87;68;0
26/03/2011;16095;0;1;5.1;13.4;8.6;67;92;79;0
27/03/2011;17550;0;1;6.2;14;9.4;54;87;73;0
28/03/2011;21602;1;0;5.2;13.6;9.3;51;78;64;0
29/03/2011;22080;1;0;2.7;15.2;9;57;80;69;0.5
30/03/2011;18945;1;0;9.7;11.7;10.5;74;91;82;2.2
31/03/2011;20831;1;0;9.4;17.7;13.1;56;97;81;3
01/04/2011;22048;1;0;11.8;15.7;13.5;68;90;80;0
02/04/2011;19829;0;1;11.1;18.4;15.1;48;85;68;0
03/04/2011;17294;0;1;6.9;15.4;11.5;51;78;64;0
04/04/2011;20949;1;0;6.1;13.6;10.1;46;86;67;0
05/04/2011;16690;1;0;9.1;12.6;10.9;74;91;84;1.4
06/04/2011;25597;1;0;11.9;22.4;16.8;31;91;60;0
07/04/2011;25451;1;0;9.8;20.9;15.2;48;76;60;0
08/04/2011;26622;1;0;7;20.9;14.5;36;80;57;0
09/04/2011;22323;0;1;7.7;17.9;12.7;42;71;55;0
10/04/2011;21346;0;1;6.1;19;12.3;33;81;59;0
11/04/2011;22204;1;0;6.1;20;12.5;47;77;61;0.3
12/04/2011;23651;1;0;5.3;14;9.8;36;76;54;0
13/04/2011;18909;1;0;4.1;13;8.7;45;72;57;0
14/04/2011;22346;1;0;8;14.1;11;54;73;65;0
15/04/2011;22974;1;0;9.9;16.8;13.1;45;71;58;0
16/04/2011;19632;0;1;9.8;17.9;13.6;46;72;60;0
17/04/2011;22009;0;1;7.3;19;13.3;43;86;64;0
18/04/2011;24032;1;0;6.7;18.1;12.6;33;86;59;0
19/04/2011;27914;1;0;9.3;24.4;16.6;26;73;52;0
20/04/2011;27934;1;0;9.1;24.4;16.8;33;79;54;0
21/04/2011;26547;1;0;11.6;24.4;17.5;31;66;48;0
22/04/2011;23719;0;1;9.6;25.6;18;31;75;50;0
23/04/2011;19182;0;1;10.1;26.5;18.6;30;79;52;0.1
24/04/2011;21313;0;1;12.4;22.7;16.7;48;83;65;0
25/04/2011;21669;0;1;9.7;20.3;14.5;33;84;58;0
26/04/2011;22038;1;0;8.5;15.6;11.4;63;82;73;0
27/04/2011;24349;1;0;7;16.3;11.5;36;78;59;0
28/04/2011;23794;1;0;6;15.1;10.4;59;87;74;0
29/04/2011;19700;0;1;9.1;19.5;13.7;51;88;73;0
30/04/2011;21574;0;1;10.9;19.7;15.1;43;82;61;0
01/05/2011;19489;0;1;10.5;17.7;13.9;38;66;52;0
02/05/2011;18126;0;1;6.8;15.6;11.6;36;70;52;0
03/05/2011;23786;1;0;5.2;14.1;9.7;29;78;53;0
04/05/2011;26183;1;0;3.2;16;10.4;38;75;55;0
05/05/2011;23620;1;0;8.6;19.6;13.2;39;74;59;0
06/05/2011;28971;1;0;9.1;24.5;17.3;32;70;48;0
07/05/2011;22274;0;1;14.4;23.2;18.4;46;84;63;1.1
08/05/2011;21011;0;1;14.6;19.6;17.1;42;88;65;3
09/05/2011;27172;1;0;11.6;20.2;16.3;39;78;56;0
10/05/2011;29417;1;0;8.7;21.4;16.2;33;85;55;0
11/05/2011;27205;1;0;10.2;17.2;14.3;46;85;64;0
12/05/2011;23461;1;0;8.8;17.8;13.8;39;79;57;0
13/05/2011;23991;1;0;8.3;18.7;14.3;40;77;55;0
14/05/2011;21100;0;1;7.5;16.6;12.5;37;75;55;0
15/05/2011;19097;0;1;8.3;15.2;12.4;43;76;60;0
16/05/2011;24620;1;0;11.6;19.8;15;45;81;64;0
17/05/2011;25464;1;0;11.5;18.1;14.6;53;86;69;0
18/05/2011;23068;1;0;11.4;19;14.8;65;91;81;3
19/05/2011;27534;1;0;6.5;19.6;14;38;91;63;0
20/05/2011;27523;1;0;10.9;18.3;15.1;41;67;53;0
21/05/2011;24408;0;1;7.8;21;16.1;39;83;55;0
22/05/2011;19348;0;1;11.4;18.3;14.9;35;84;55;1.1
23/05/2011;24268;1;0;10.3;18.9;13.9;44;74;62;0.1
24/05/2011;27768;1;0;8.2;19;13.8;34;76;51;0
25/05/2011;28708;1;0;6.1;20.6;15.3;27;72;46;0
26/05/2011;18055;1;0;10.9;15.1;13.2;46;87;68;14.5
27/05/2011;22907;1;0;10.1;15.7;12.8;46;80;63;0
28/05/2011;15693;0;1;9.2;15.6;12.9;57;77;69;0.1
29/05/2011;18396;0;1;13.3;19.1;16.1;60;80;71;0
30/05/2011;16097;0;1;11.2;20.5;14.8;57;89;80;1.1
31/05/2011;23312;1;0;7.8;17.7;12.7;35;87;63;0.1
01/06/2011;26054;1;0;8;21;14.8;36;75;58;0
02/06/2011;26920;1;0;10.1;22.7;17.5;48;89;65;0
03/06/2011;26641;1;0;12.5;24.1;18.7;39;84;60;0
04/06/2011;15233;0;1;12.3;25.4;18.3;41;85;64;0
05/06/2011;8420;0;1;11;18.6;14.4;58;91;75;7.1
06/06/2011;13812;1;0;9.4;15.4;12;66;95;83;6
07/06/2011;22378;1;0;10.7;19.1;15;42;84;61;0
08/06/2011;23013;1;0;9.7;18.3;13.8;46;79;66;1.4
09/06/2011;25061;1;0;9.7;17.1;13.7;47;77;62;0.8
10/06/2011;20141;1;0;9.1;15.1;11.6;52;86;71;14.2
11/06/2011;21059;0;1;8.3;18.8;12.9;34;93;63;3.3
12/06/2011;6061;0;1;8.5;14.4;11.9;67;94;80;7.1
13/06/2011;23978;1;0;13.8;21.3;17.1;49;95;75;0.8
14/06/2011;28889;1;0;10.6;23.4;17.5;36;80;58;0
15/06/2011;25643;1;0;14.9;20;17.2;62;83;72;0
16/06/2011;17566;1;0;10.6;17.3;14.2;52;90;78;14.7
17/06/2011;15723;1;0;9.9;14.8;12.5;72;95;86;7.6
18/06/2011;13721;0;1;11.2;17.5;14.1;54;95;76;1.1
19/06/2011;17092;0;1;11.1;18.4;15.2;44;85;64;0.3
20/06/2011;20101;1;0;9.3;20.3;15.2;54;90;73;2.7
21/06/2011;26780;1;0;14;21.2;17.2;45;91;69;0
22/06/2011;22745;1;0;12.3;18.1;15.2;64;89;73;5.2
23/06/2011;24559;1;0;11.2;19.2;15.3;46;86;64;0.1
24/06/2011;22137;1;0;10.5;19.9;15.3;37;83;62;3.3
25/06/2011;17944;0;1;11.7;23.4;17.2;58;95;80;3.3
26/06/2011;23483;0;1;15.9;29.4;22.2;42;88;66;0
27/06/2011;26243;1;0;18.2;31.9;25.4;31;85;57;0
28/06/2011;21950;1;0;14.5;20.6;18.1;68;92;82;8.5
29/06/2011;28073;1;0;10.4;20.8;16.3;36;77;54;0
30/06/2011;27297;1;0;9.3;20.5;15.9;38;78;56;0.1
01/07/2011;27758;1;0;10.3;20.4;16.2;37;72;52;0
02/07/2011;22764;0;1;12.8;21.2;17.8;40;76;55;0
03/07/2011;21423;0;1;13;23.7;18.8;39;66;51;0
04/07/2011;27332;1;0;14.3;24.9;20.1;34;66;47;0
05/07/2011;24802;1;0;13.1;26.4;19;34;87;58;4.6
06/07/2011;26207;1;0;13.6;20;16.7;44;89;66;0.8
07/07/2011;20483;1;0;14.1;18.6;15.9;60;85;74;3.5
08/07/2011;19485;1;0;13.6;18.1;15.5;61;90;77;3.3
09/07/2011;21360;0;1;13.7;21.6;17.3;50;85;68;0
10/07/2011;20203;0;1;13;21.9;17.5;49;88;69;1.9
11/07/2011;26355;1;0;12.2;23.7;18.7;40;92;64;0
12/07/2011;26633;1;0;14.3;18.8;16.7;60;81;69;0
13/07/2011;25417;1;0;12.2;17.2;14.6;48;79;65;0
14/07/2011;26479;1;0;11.7;22.7;16.8;34;72;56;0
15/07/2011;27114;1;0;11.8;24;18.7;34;78;54;0
16/07/2011;10224;0;1;13.2;19;16;70;93;82;13.7
17/07/2011;10965;0;1;12.8;18.9;15.6;64;85;77;3.3
18/07/2011;18541;1;0;13.2;18.4;15.1;65;91;79;7.1
19/07/2011;21218;1;0;11.9;19.9;15.3;62;94;84;3
20/07/2011;21580;1;0;12.6;19.1;15.3;54;91;78;5.7
21/07/2011;20951;1;0;13.1;19.3;14.9;67;94;88;4.1
22/07/2011;25172;1;0;10.5;20.2;15.7;43;92;69;1.1
23/07/2011;20264;0;1;10.9;18;14.9;44;89;64;1.1
24/07/2011;22464;0;1;10.6;23.2;16.9;33;81;54;0
25/07/2011;25185;1;0;10.4;23;17.1;40;70;54;0
26/07/2011;25636;1;0;12;19.9;16.3;56;90;71;0
27/07/2011;24989;1;0;14.4;20.1;16.8;58;83;72;0
28/07/2011;26759;1;0;14.4;23.6;18.9;46;85;67;0
29/07/2011;25373;1;0;13.4;20.5;16.7;61;89;72;0
30/07/2011;23930;0;1;9.1;21.8;16.5;40;83;58;0
31/07/2011;21388;0;1;12;24.7;19.2;41;85;59;0
01/08/2011;22940;1;0;13.8;28.2;21.4;33;69;51;0
02/08/2011;24290;1;0;18;27.8;22.6;40;79;55;0.3
03/08/2011;26120;1;0;15.7;29.6;22.3;34;77;54;0
04/08/2011;15149;1;0;16.6;20.2;18.2;58;93;82;11.6
05/08/2011;26792;1;0;14.7;24.7;19.3;42;90;68;0
06/08/2011;20485;0;1;14.8;19.9;17.4;52;79;67;0.1
07/08/2011;14912;0;1;13;20.4;15.6;47;83;72;4.4
08/08/2011;23489;1;0;11.7;20.7;16.4;40;90;67;0.8
09/08/2011;23011;1;0;11.6;21.1;16.1;37;71;55;0
10/08/2011;24182;1;0;9.2;23;16.8;44;79;60;0
11/08/2011;20573;1;0;15.1;21.7;17.6;67;89;78;4.6
12/08/2011;22971;1;0;16;22.3;18.9;58;90;76;0
13/08/2011;20731;0;1;16.1;21.2;18.3;57;93;76;1.9
14/08/2011;21115;0;1;15.1;22.4;18.3;43;83;63;0
15/08/2011;23657;1;0;12.1;21.6;17.4;41;76;58;0.1
16/08/2011;24899;1;0;14.7;20.2;17.3;68;83;75;0
17/08/2011;23010;1;0;12.3;20.2;15.9;47;89;70;0.8
18/08/2011;16139;1;0;11.6;17.1;13.7;62;93;82;14.6
19/08/2011;25444;1;0;9.1;21.3;15.6;47;97;73;0
20/08/2011;17334;0;1;13.2;21.7;17;59;88;75;4.6
21/08/2011;21836;0;1;13;23.3;18.4;45;91;69;0
22/08/2011;25222;1;0;11;21.9;17.4;44;85;64;0
23/08/2011;10953;1;0;13.7;16.4;15;73;95;88;9.8
24/08/2011;22883;1;0;14.2;20.7;16.4;51;95;79;0.5
25/08/2011;20026;1;0;13.8;19.9;16.2;49;90;74;9.3
26/08/2011;12368;1;0;11;17;14.2;79;94;90;8.7
27/08/2011;14045;0;1;11.2;17.9;14.2;57;96;80;0.8
28/08/2011;15908;0;1;12.4;19.4;15.2;50;87;71;0.1
29/08/2011;17443;0;1;10.6;16.6;14.1;47;86;65;0
30/08/2011;21477;1;0;12.5;16.2;14.3;57;76;68;0
31/08/2011;23036;1;0;12.5;18;15;54;84;71;0
01/09/2011;25110;1;0;10.2;19.9;15.2;49;93;71;0
02/09/2011;25981;1;0;13.1;25.8;19.1;46;91;71;0
03/09/2011;24578;0;1;15.3;23.1;18.8;58;89;72;0
04/09/2011;14967;0;1;14.4;19.2;16.7;72;90;82;3.8
05/09/2011;21776;1;0;11.6;19.1;15.3;48;84;70;0.3
06/09/2011;13863;1;0;13;17.9;15.5;77;94;85;21.7
07/09/2011;22746;1;0;11.8;17;14.2;63;85;76;0.5
08/09/2011;23679;1;0;12.6;19.4;15.8;70;89;80;0.3
09/09/2011;23957;1;0;15.7;21.7;18.5;73;96;85;3.8
10/09/2011;20069;0;1;16.2;22.7;19.2;67;92;82;0.3
11/09/2011;17719;0;1;15.1;20.2;16.9;51;91;75;3.6
12/09/2011;21572;1;0;14.6;20.6;17.9;48;92;71;0.3
13/09/2011;23962;1;0;12.4;18.5;15;46;78;65;0.3
14/09/2011;25824;1;0;10.2;18.7;14.2;43;84;64;0
15/09/2011;25803;1;0;7.2;20;14.2;46;93;69;0
16/09/2011;25567;1;0;12.5;21.8;16.8;48;90;70;0
17/09/2011;15147;0;1;10.1;18.4;14.6;48;86;74;1.4
18/09/2011;17327;0;1;8;16.3;11.8;62;94;82;0.1
19/09/2011;23708;1;0;9.6;18.5;14.2;55;90;76;0
20/09/2011;23676;1;0;14.8;18.6;16.6;74;90;79;1.6
21/09/2011;22730;1;0;13.4;17.3;14.9;52;95;79;0.8
22/09/2011;24601;1;0;12.5;18.6;15.3;47;86;69;0
23/09/2011;25114;1;0;9.9;18.3;14.1;55;90;73;0
24/09/2011;22113;0;1;8;20.1;14.5;54;95;76;0
25/09/2011;21211;0;1;11.4;20.9;16.7;56;91;77;0
26/09/2011;20527;1;0;15;21.1;17.7;66;91;82;3
27/09/2011;24841;1;0;12.8;20.4;15.7;70;97;88;0.3
28/09/2011;28434;1;0;12.6;24.9;18.6;51;98;77;0
29/09/2011;29039;1;0;14;26.9;19.6;42;96;72;0
30/09/2011;29139;1;0;13.5;27.4;19.4;40;95;69;0
01/10/2011;27129;0;1;12.3;27.1;19.3;40;94;68;0
02/10/2011;26906;0;1;11.8;26.6;19.4;36;93;63;0
03/10/2011;27559;1;0;16.2;25.3;19.9;35;78;59;0
04/10/2011;26131;1;0;15.8;18.7;17.2;65;81;75;0
05/10/2011;26263;1;0;15.8;19.1;17.3;65;89;78;0.1
06/10/2011;25083;1;0;10.7;17.3;13.4;43;92;65;3.6
07/10/2011;24529;1;0;9.1;15.1;11.7;53;78;69;0.1
08/10/2011;18154;0;1;9.6;14.9;12.1;69;83;75;0.1
09/10/2011;17643;0;1;14.4;19.7;16.8;72;94;84;1.9
10/10/2011;24198;1;0;15.8;19.5;17.2;62;84;75;0
11/10/2011;26184;1;0;15.3;18.4;16.8;71;83;76;0
12/10/2011;26323;1;0;14.7;18.8;16.3;69;87;79;0
13/10/2011;25149;1;0;11.1;15.9;14.3;74;91;84;0
14/10/2011;26542;1;0;7.5;15.1;11.7;47;86;67;0
15/10/2011;23663;0;1;5.6;16;10.2;49;92;72;0
16/10/2011;18530;0;1;3.3;15.9;9.9;73;96;83;0
17/10/2011;23892;1;0;8;16.3;12.8;64;94;78;0
18/10/2011;23791;1;0;8;14.5;10.5;42;87;66;3.3
19/10/2011;23259;1;0;4.8;11.7;7.8;45;85;70;0
20/10/2011;23157;1;0;3.3;11.4;6.9;50;84;70;0
21/10/2011;23253;1;0;5.6;14.7;10.4;53;79;69;0
22/10/2011;20482;0;1;7.9;13.7;11;47;77;64;0
23/10/2011;18560;0;1;9.4;18.7;14;48;93;72;0
24/10/2011;22842;1;0;11.2;16.5;13.7;57;87;72;0.8
25/10/2011;22771;1;0;10.5;16.3;13.5;56;90;78;1.7
26/10/2011;17621;1;0;8.8;11.8;10.1;72;90;83;3.1
27/10/2011;19360;1;0;11.1;13.7;12.3;81;92;87;0.8
28/10/2011;23158;1;0;8.9;14.6;12.4;66;94;84;0
29/10/2011;18228;0;1;12.4;15.7;13.7;63;93;81;0
30/10/2011;15443;0;1;13.8;16.6;15.2;81;92;88;0
31/10/2011;22999;1;0;13.2;16.3;14.9;71;92;84;0
01/11/2011;22747;1;0;9.5;14.6;12.9;68;91;82;1.1
02/11/2011;23724;1;0;8.7;15.2;12.6;69;93;85;0.3
03/11/2011;18676;1;0;12.8;17.4;15.3;78;95;87;6.6
04/11/2011;18774;1;0;11.4;15.5;13.6;80;96;90;13.4
05/11/2011;16434;0;1;9.9;13.4;11.7;90;98;94;0
06/11/2011;14317;0;1;8.5;11.5;10.1;74;96;82;0
07/11/2011;20365;1;0;9.6;12.5;10.9;83;96;91;0
08/11/2011;19231;1;0;9.1;10.8;10.1;91;97;95;1.1
09/11/2011;22542;1;0;9.9;14.6;11.9;74;97;89;1.1
10/11/2011;23475;1;0;9;13.4;11.2;89;98;94;0
11/11/2011;21140;1;0;8.7;12.2;9.9;93;98;97;0
12/11/2011;18933;0;1;11.1;15.5;13.4;88;97;94;0
13/11/2011;17744;0;1;9.9;14.7;11.8;79;98;92;0
14/11/2011;19913;1;0;8.3;10;9.1;92;98;96;0
15/11/2011;22245;1;0;5.8;11.1;8.6;73;95;87;0
16/11/2011;21639;1;0;4.8;8.3;6.6;86;96;93;0
17/11/2011;22802;1;0;8.3;14.1;11;72;98;88;0
18/11/2011;22461;1;0;8.9;14.6;11.4;72;95;85;0
19/11/2011;18706;0;1;6.5;12.8;9.3;82;96;91;0
20/11/2011;14829;0;1;4.4;8.8;6.6;96;98;98;0
21/11/2011;20824;1;0;6;10.1;8.6;96;98;98;0
22/11/2011;20341;1;0;6.3;12.5;10.4;91;98;97;0.5
23/11/2011;21855;1;0;3;10;6.8;92;98;96;0
24/11/2011;21870;1;0;8.7;12.7;10.3;79;98;91;0
25/11/2011;21598;1;0;7.2;13;10.7;58;92;78;0
26/11/2011;15803;0;1;6.5;12.7;9.9;68;92;80;0
27/11/2011;14362;0;1;3.6;13.3;10.5;47;85;68;0.3
28/11/2011;20167;1;0;0.4;12.7;6.2;69;92;82;0
29/11/2011;18718;1;0;6.3;13.3;11.5;67;91;80;0.8
30/11/2011;20956;1;0;5.9;11.6;8.8;68;83;76;0
01/12/2011;16481;1;0;5.9;11.6;9.5;66;93;81;6.1
02/12/2011;19146;1;0;2.7;8.1;5.3;77;95;88;0.3
03/12/2011;13776;0;1;7.7;11.3;9.9;56;94;78;0.5
04/12/2011;10276;0;1;3.9;9.3;7.5;73;85;79;0.3
05/12/2011;18176;1;0;2.3;6.9;4.2;57;84;75;0
06/12/2011;18943;1;0;2.6;6.6;4.6;71;87;80;0
07/12/2011;19279;1;0;4.5;8.7;7.1;45;89;66;0.3
08/12/2011;17313;1;0;3.8;12.7;8.8;67;87;79;0.8
09/12/2011;18421;1;0;1.9;7.6;5;58;77;68;0
10/12/2011;11864;0;1;0.3;5.1;2.6;69;84;78;0
11/12/2011;8368;0;1;3;8.6;6.6;75;93;84;5.6
12/12/2011;16554;1;0;2.7;9.9;6.3;72;94;87;4.9
13/12/2011;17111;1;0;4.4;11.6;7.6;57;96;75;9.1
14/12/2011;17543;1;0;4;5.9;4.9;67;80;75;0.3
15/12/2011;17081;1;0;4;7.9;5.8;65;84;75;2.2
16/12/2011;11778;1;0;1;4.1;2.8;77;97;89;6.3
17/12/2011;8925;0;1;0.6;5.1;2.6;77;95;87;0.5
18/12/2011;7485;0;1;-0.9;4.8;1.5;76;92;84;0
19/12/2011;11270;1;0;-1.3;6.3;3.1;84;97;94;3.6
20/12/2011;15685;1;0;5.3;7.7;6.4;68;97;83;0.9
21/12/2011;14158;1;0;6.1;11.8;9.4;87;98;94;1.7
22/12/2011;15099;1;0;8;11.9;10;80;96;89;0
23/12/2011;9131;1;0;4.6;11.2;9.2;77;92;85;4.1
24/12/2011;4890;0;1;3;8.2;5.6;74;86;80;0.3
25/12/2011;17998;0;1;8.2;11.9;10.5;77;87;83;0
26/12/2011;10953;0;1;9.9;12.9;11.6;72;90;83;0
27/12/2011;8076;0;1;8.2;10.4;9.8;68;81;71;0
28/12/2011;9888;1;0;5.6;10.8;8.7;60;87;74;0
29/12/2011;8368;1;0;5;9.7;7;69;83;73;3.3
30/12/2011;6900;1;0;5.1;10.6;6.7;91;96;80;4.8
31/12/2011;7793;0;1;10.6;12.5;11.7;86;96;91;0.3
01/01/2012;5171;0;1;7.9;12.5;11.1;80;94;90;7.79
02/01/2012;9091;0;1;4.4;7.9;5.8;67;90;81;0
03/01/2012;10094;1;0;5.5;12;8.4;67;96;82;10.59
04/01/2012;13936;1;0;4.8;9.6;6.9;62;90;75;3.43
05/01/2012;14191;1;0;6.6;11.3;8.9;56;85;70;4.57
06/01/2012;17713;1;0;3.8;9.3;6.6;66;86;76;0
07/01/2012;12556;0;1;7.3;10.2;9.2;62;87;68;0
08/01/2012;10487;0;1;8;9.5;8.7;62;88;70;0.1
09/01/2012;19472;1;0;8;12.3;10.1;70;92;83;0
10/01/2012;20548;1;0;9;11.2;10.1;78;92;85;0
11/01/2012;20958;1;0;7.2;11.1;9.1;79;85;83;0
12/01/2012;20879;1;0;4.3;12.5;8.4;62;89;79;0
13/01/2012;19691;1;0;0.1;5.7;2.8;66;95;84;0
14/01/2012;13843;0;1;-2.9;5;0.7;69;97;86;0
15/01/2012;12149;0;1;-0.1;6.1;2.4;57;92;79;0
16/01/2012;19136;1;0;0.2;5.9;2.1;51;90;76;0
17/01/2012;20170;1;0;-2.6;5.9;2.1;73;91;82;0
18/01/2012;17972;1;0;5.3;11.9;9.3;87;97;94;0.6
19/01/2012;15441;1;0;6.3;11.6;9.3;62;98;84;7.4
20/01/2012;18703;1;0;4.4;9.8;7.6;68;83;76;0.3
21/01/2012;13339;0;1;7.1;12.3;10;51;88;71;0
22/01/2012;12845;0;1;5.8;11.6;8.2;47;79;63;0
23/01/2012;20193;1;0;3.2;8.3;6.2;64;83;72;0
24/01/2012;13269;1;0;2.2;10;6;83;97;93;6.1
25/01/2012;20836;1;0;8.6;9.9;9.3;81;97;89;0
26/01/2012;19515;1;0;3;9.6;7.1;59;91;79;1.7
27/01/2012;20775;1;0;2.7;8.1;4.6;54;88;77;0.1
28/01/2012;13272;0;1;2.3;5.8;3.9;73;96;87;0
29/01/2012;10949;0;1;1.1;4.3;2.6;78;98;91;0
30/01/2012;18955;1;0;-0.5;3.3;1.7;61;91;80;0
31/01/2012;18176;1;0;-1.5;1.7;0.6;74;95;85;0.1
01/02/2012;18208;1;0;-1.7;2.7;0.2;43;79;64;0
02/02/2012;16916;1;0;-2.9;0.8;-1.4;41;65;54;0
03/02/2012;16185;1;0;-4.6;0.9;-1.9;53;76;65;0
04/02/2012;8348;0;1;-5.1;1.4;-1.5;68;92;76;8
05/02/2012;3531;0;1;0.3;2.2;1;89;97;94;4
06/02/2012;15202;1;0;1.3;4.6;2.3;85;98;93;0
07/02/2012;17722;1;0;-3.9;2.1;0;55;95;75;0
08/02/2012;16442;1;0;-3.2;0.3;-0.7;68;82;75;0
09/02/2012;16363;1;0;-1.5;2.1;0.2;68;88;78;2
10/02/2012;15117;1;0;-5.1;1.6;-0.7;60;90;79;1
